id_livre,titre,auteur,categorie,sous_categorie/0,sous_categorie/1,nombre_editions,note_popularite,image_url,sous_categorie/2,sous_categorie/3,sous_categorie/4
1431,Mesure pour mesure,Guillaume Shakespeare,Drame,Drame,,285,28.5,https://covers.openlibrary.org/b/id/7339281-L.jpg,,,
1432,Des souris et des hommes,John Steinbeck,Drame,fiction contemporaine,,262,26.2,https://covers.openlibrary.org/b/id/14319003-L.jpg,,,
1433,Pièces (36),Guillaume Shakespeare,Drame,sources,,257,25.7,https://covers.openlibrary.org/b/id/9023411-L.jpg,,,
1434,Le roi Jean,Guillaume Shakespeare,Drame,Drame,,257,25.7,https://covers.openlibrary.org/b/id/7340949-L.jpg,,,
1435,Fahrenheit451,Ray Bradbury,Drame,Chien mécanique,,257,25.7,https://covers.openlibrary.org/b/id/12993656-L.jpg,,,
1436,Kenilworth,Monsieur Walter Scott,Drame,Fiction,,256,25.6,https://covers.openlibrary.org/b/id/8239394-L.jpg,,,
1437,Une maison de poupée,Henrik Ibsen,Drame,Drame,,255,25.5,https://covers.openlibrary.org/b/id/879914-L.jpg,,,
1438,L'agent secret,Joseph Conrad,Drame,Anarchistes,fiction,255,25.5,https://covers.openlibrary.org/b/id/8239401-L.jpg,,,
1439,Poétique,Aristote,Drame,Premiers travaux vers 1800,,251,25.1,https://covers.openlibrary.org/b/id/6528920-L.jpg,,,
1440,Marguerite Miller,Henri James,Drame,Fiction,,244,24.4,https://covers.openlibrary.org/b/id/6482238-L.jpg,,,
1441,La comédie des erreurs,Guillaume Shakespeare,Drame,Drame,,244,24.4,https://covers.openlibrary.org/b/id/5561040-L.jpg,,,
1442,Autant en emporte le vent,Marguerite Mitchell,Drame,survie,,244,24.4,https://covers.openlibrary.org/b/id/14817133-L.jpg,,,
1443,Cymbeline,Guillaume Shakespeare,Drame,Drame,,242,24.2,https://covers.openlibrary.org/b/id/8997203-L.jpg,,,
1444,Les Joyeuses Commères de Windsor,Guillaume Shakespeare,Drame,Drame,,239,23.9,https://covers.openlibrary.org/b/id/7165252-L.jpg,,,
1445,Harry Potter et la coupe de feu,J.K. Rowling,Drame,orphelins,,231,23.1,https://covers.openlibrary.org/b/id/12059372-L.jpg,,,
1446,Дядя Ваня,Anton Pavlovitch Chekhov,Drame,langue russe,,222,22.2,https://covers.openlibrary.org/b/id/903963-L.jpg,,,
1447,Tout est bien qui finit bien,Guillaume Shakespeare,Drame,Drame,,218,21.8,https://covers.openlibrary.org/b/id/7338455-L.jpg,,,
1448,Périclès,Guillaume Shakespeare,Drame,Drame,,218,21.8,https://covers.openlibrary.org/b/id/7165070-L.jpg,,,
1449,"Œuvres [37 pièces de théâtre, 6 poèmes, sonnets]",Guillaume Shakespeare,Drame,Drame anglais moderne et élisabéthain,,213,21.3,https://covers.openlibrary.org/b/id/8779054-L.jpg,,,
1450,La Leyde des jeunes Werthers,Johann Wolfgang von Goethe,Drame,Traductions en anglais,,211,21.1,https://covers.openlibrary.org/b/id/7187281-L.jpg,,,
1451,Чайка,Anton Pavlovitch Chekhov,Drame,Œuvres dramatiques,,208,20.8,https://covers.openlibrary.org/b/id/2050811-L.jpg,,,
1452,Chant de Noël,Betty Ren Wright,Drame,Fiction pour enfants,,205,20.5,https://covers.openlibrary.org/b/id/12875748-L.jpg,,,
1453,Titus Andronicus,Guillaume Shakespeare,Drame,Bibliographie,,205,20.5,https://covers.openlibrary.org/b/id/9020748-L.jpg,,,
1454,Timon d'Athènes,Guillaume Shakespeare,Drame,Les riches,,202,20.2,https://covers.openlibrary.org/b/id/7329261-L.jpg,,,
1455,Ben Hur,Lew Wallace,Drame,Fiction,,201,20.1,https://covers.openlibrary.org/b/id/6456470-L.jpg,,,
1456,Antoine et Cléopâtre,Guillaume Shakespeare,Drame,César,jules,200,20,https://covers.openlibrary.org/b/id/11158305-L.jpg,drame,,
1457,Смерть Ивана Ильича,Léon Tolstoï,Drame,Littérature,,188,18.8,https://covers.openlibrary.org/b/id/419697-L.jpg,,,
1458,Οἰδίπους Τύραννος (Oidípous Týrannos),Sophocle,Drame,destin,,187,18.7,https://covers.openlibrary.org/b/id/764695-L.jpg,,,
1459,Rébecca,Daphné du Maurier,Drame,Femmes mariées,,183,18.3,https://covers.openlibrary.org/b/id/8238729-L.jpg,,,
1460,Une femme sans importance,Oscar Wilde,Drame,Fiction,,176,17.6,https://covers.openlibrary.org/b/id/8245246-L.jpg,,,
1461,Les œuvres poétiques de John Dryden,John Dryden,Drame,Critique et interprétation,,176,17.6,https://covers.openlibrary.org/b/id/1817022-L.jpg,,,
1462,La Voie du Monde,William Congrève,Drame,Drame britannique et irlandais (œuvres dramatiques d'un auteur),,174,17.4,https://covers.openlibrary.org/b/id/451937-L.jpg,,,
1463,Salome,Oscar Wilde,Drame,Drame,,174,17.4,https://covers.openlibrary.org/b/id/8246115-L.jpg,,,
1464,le roi Richard III,Guillaume Shakespeare,Drame,Drame,,173,17.3,https://covers.openlibrary.org/b/id/10548062-L.jpg,,,
1465,Proserpine et Midas,Marie Shelley,Drame,Drame,,172,17.2,https://covers.openlibrary.org/b/id/2784641-L.jpg,,,
1466,La reine Margot,Alexandre Dumas,Drame,Fiction,,172,17.2,https://covers.openlibrary.org/b/id/14557277-L.jpg,,,
1467,Tragédie de Macbeth,Guillaume Shakespeare,Drame,Tragédies,,168,16.8,https://covers.openlibrary.org/b/id/12673244-L.jpg,,,
1468,Richard Wagner sur Tristan et Isolde,Richard Wagner,Drame,Livrets,,165,16.5,https://covers.openlibrary.org/b/id/8242745-L.jpg,,,
1469,"L'école du scandale, 1780",Richard Brinsley Sheridan,Drame,Drame anglais,,164,16.4,https://covers.openlibrary.org/b/id/5853583-L.jpg,,,
1470,Lolita,Vladimir Nabokov,Drame,fiction érotique,,159,15.9,https://covers.openlibrary.org/b/id/12984540-L.jpg,,,
1471,Belles histoires de Shakespeare,Edith Nesbit,Drame,Histoires pour enfants,,157,15.7,https://covers.openlibrary.org/b/id/874631-L.jpg,,,
1472,Médée,Euripide,Drame,Dionysos (divinité grecque),,156,15.6,https://covers.openlibrary.org/b/id/6537700-L.jpg,,,
1473,La chanson de Hiawatha,Henry Wadsworth Longfellow,Drame,poésie américaine,,154,15.4,https://covers.openlibrary.org/b/id/8237825-L.jpg,,,
1474,Le roi Henri VI. Partie 3,Guillaume Shakespeare,Drame,Drame,,152,15.2,https://covers.openlibrary.org/b/id/7182904-L.jpg,,,
1475,Вишневый сад,Anton Pavlovitch Chekhov,Drame,Traductions en anglais,,152,15.2,https://covers.openlibrary.org/b/id/13420205-L.jpg,,,
1476,R.U.R. et Le jeu des insectes,Karel Capek,Drame,Drame tchèque,,147,14.7,https://covers.openlibrary.org/b/id/4291026-L.jpg,,,
1477,Agamemnon,Eschyle,Drame,Drame,,145,14.5,https://covers.openlibrary.org/b/id/5758927-L.jpg,,,
1478,Le roi Henri VI. Partie 2,Guillaume Shakespeare,Drame,Drame,,143,14.3,https://covers.openlibrary.org/b/id/9118899-L.jpg,,,
1479,"Une traduction anglaise de Parsifal, le drame sacré de la fête de Richard Wagner",Richard Wagner,Drame,Livrets,,143,14.3,https://covers.openlibrary.org/b/id/8243595-L.jpg,,,
1480,Pygmalion,George Bernard Shaw,Drame,Drame,,142,14.2,https://covers.openlibrary.org/b/id/9267223-L.jpg,,,
1481,Voie sans issue,Charles Dickens,Drame,Fiction,général,141,14.1,https://covers.openlibrary.org/b/id/1844225-L.jpg,,,
1482,Fuente Ovejuna,Lopé de Vega,Drame,Livres de langue espagnole,,139,13.9,https://covers.openlibrary.org/b/id/1047448-L.jpg,,,
1483,Les Chroniques martiennes,Ray Bradbury,Drame,Science-fiction américaine,,138,13.8,https://covers.openlibrary.org/b/id/9346537-L.jpg,,,
1484,Guillaume Tell,Frédéric Schiller,Drame,Drame,,136,13.6,https://covers.openlibrary.org/b/id/8974155-L.jpg,,,
1485,L'Abhijñānaśākuntalam de Kālidāsa,Kalidasa,Drame,Drame sanscrit,,134,13.4,https://covers.openlibrary.org/b/id/10073647-L.jpg,,,
1486,Apprivoiser la musaraigne,Guillaume Shakespeare,Drame,Sources,,134,13.4,https://covers.openlibrary.org/b/id/7220124-L.jpg,,,
1487,Catch-22,Joseph Heller,Drame,Choix du personnel de la bibliothèque ouverte,,134,13.4,https://covers.openlibrary.org/b/id/6468653-L.jpg,,,
1488,Le Cid,Pierre Corneille,Drame,Drame,,134,13.4,https://covers.openlibrary.org/b/id/8236984-L.jpg,,,
1489,Orestie,Eschyle,Drame,Agamemnon (mythologie grecque),,133,13.3,https://covers.openlibrary.org/b/id/6548168-L.jpg,,,
1490,Ouverture de Tannhauser,Richard Wagner,Drame,Ouvertures,,131,13.1,https://covers.openlibrary.org/b/id/8243271-L.jpg,,,
1491,Les armes et l'homme,George Bernard Shaw,Drame,Drame,,129,12.9,https://covers.openlibrary.org/b/id/6275582-L.jpg,,,
1492,L'Admirable Crichton,J.M. Barrie,Drame,Drame,,129,12.9,https://covers.openlibrary.org/b/id/6336288-L.jpg,,,
1493,Devine combien je t'aime,Sam McBratney,Drame,Fiction,,129,12.9,https://covers.openlibrary.org/b/id/13282906-L.jpg,,,
1494,"L'Alchimiste, 1612",Ben Jonson,Drame,Drame britannique et irlandais (œuvres dramatiques d'un auteur),,128,12.8,https://covers.openlibrary.org/b/id/7463992-L.jpg,,,
1495,Bacchantes,Euripide,Drame,Bacchantes,,127,12.7,https://covers.openlibrary.org/b/id/7172765-L.jpg,,,
1496,Retour à Mathusalem,George Bernard Shaw,Drame,Drame anglais,,123,12.3,https://covers.openlibrary.org/b/id/5588974-L.jpg,,,
1497,Le roi Henri VI. Partie 1,Guillaume Shakespeare,Drame,Drame,,122,12.2,https://covers.openlibrary.org/b/id/8202808-L.jpg,,,
1498,Le vilain petit canard,Hans Christian Andersen,Drame,Canetons,,122,12.2,https://covers.openlibrary.org/b/id/446546-L.jpg,,,
1499,Les rivaux,Richard Brinsley Sheridan,Drame,Drame britannique et irlandais (œuvres dramatiques d'un auteur),,122,12.2,https://covers.openlibrary.org/b/id/905015-L.jpg,,,
1500,Le coureur de cerf-volant,Khaled Hosseini,Drame,Best-seller du New York Times,,121,12.1,https://covers.openlibrary.org/b/id/14846827-L.jpg,,,
1501,Cela ne peut pas arriver ici,Sinclair Lewis,Drame,Mouvements antifascistes,,119,11.9,https://covers.openlibrary.org/b/id/12719018-L.jpg,,,
1502,Amour pour Amour,William Congrève,Drame,Drame britannique et irlandais (œuvres dramatiques d'un auteur),,118,11.8,https://covers.openlibrary.org/b/id/451696-L.jpg,,,
1503,Idylles du roi,Alfred Lord Tennyson,Drame,Poésie,,118,11.8,https://covers.openlibrary.org/b/id/102890-L.jpg,,,
1504,Hernani,Victor Hugo,Drame,Drame,,116,11.6,https://covers.openlibrary.org/b/id/10240221-L.jpg,,,
1505,Peer Gynt,Henrik Ibsen,Drame,Drame,,111,11.1,https://covers.openlibrary.org/b/id/3324275-L.jpg,,,
1506,Alceste,Euripide,Drame,Alceste (mythologie grecque),,111,11.1,https://covers.openlibrary.org/b/id/5747812-L.jpg,,,
1507,... Trotzdem Ja zum Leben sagen,Viktor E. Frankl,Drame,Camps de concentration nazis,,111,11.1,https://covers.openlibrary.org/b/id/8516506-L.jpg,,,
1508,Prométhée lié,Eschyle,Drame,Littérature classique,,111,11.1,https://covers.openlibrary.org/b/id/2012861-L.jpg,,,
1509,L'opéra du mendiant,John Gay,Drame,Opéras de ballade,,109,10.9,https://covers.openlibrary.org/b/id/8237929-L.jpg,,,
1510,Grenouilles,Aristophane,Drame,Dionysos (divinité grecque),,109,10.9,https://covers.openlibrary.org/b/id/128805-L.jpg,,,
1511,Maison tordue,Agathe Christie,Drame,Mystère,,109,10.9,https://covers.openlibrary.org/b/id/14570595-L.jpg,,,
1512,Le parrain,Mario Puzo,Drame,Histoires policières et mystérieuses,,109,10.9,https://covers.openlibrary.org/b/id/6507069-L.jpg,,,
1513,Don Giovanni,Wolfgang Amadeus Mozart,Drame,Extraits arrangés,,109,10.9,https://covers.openlibrary.org/b/id/453006-L.jpg,,,
1514,Phèdre,Jean Racine,Drame,Drame,,108,10.8,https://covers.openlibrary.org/b/id/6550667-L.jpg,,,
1515,Три сестры,Anton Pavlovitch Chekhov,Drame,Drame,,108,10.8,https://covers.openlibrary.org/b/id/14550081-L.jpg,,,
1516,Les sorcières,Roald Dahl,Drame,Fiction,,107,10.7,https://covers.openlibrary.org/b/id/12374442-L.jpg,,,
1517,L'écart dans le rideau,John Buchan,Drame,Fiction,thrillers,107,10.7,https://covers.openlibrary.org/b/id/922234-L.jpg,,,
1518,Beauté noire,Anna Sewell,Drame,Beauté noire,,107,10.7,https://covers.openlibrary.org/b/id/5007492-L.jpg,,,
1519,Hippolyte,Euripide,Drame,Drame grec,,105,10.5,https://covers.openlibrary.org/b/id/6496522-L.jpg,,,
1520,Cyrano de Bergerac,Edmond Rostand,Drame,Drame,,105,10.5,,,,
1521,Melmoth le Vagabond,Charles Robert Maturin,Drame,Fiction,,103,10.3,https://covers.openlibrary.org/b/id/104268-L.jpg,,,
1522,Marie Stuart,Frédéric Schiller,Drame,Drame,,103,10.3,https://covers.openlibrary.org/b/id/8247714-L.jpg,,,
1523,Les deux nobles parents,John Fletcher,Drame,Drame,,102,10.2,https://covers.openlibrary.org/b/id/7337998-L.jpg,,,
1524,Fröken Julie,Août Strindberg,Drame,Traductions en anglais,,101,10.1,https://covers.openlibrary.org/b/id/3856531-L.jpg,,,
1525,Nuages,Aristophane,Drame,Rhétorique,,99,9.9,https://covers.openlibrary.org/b/id/8240310-L.jpg,,,
1526,Luces de Bohême,Ramón del Valle Inclán,Drame,Valle-inclán,Ramón del,99,9.9,https://covers.openlibrary.org/b/id/12376215-L.jpg,1866-1936,,
1527,"Œuvres [37 pièces de théâtre, 5 poèmes, sonnets]",Guillaume Shakespeare,Drame,Tragédies,,98,9.8,https://covers.openlibrary.org/b/id/8774653-L.jpg,,,
1528,Meurtre dans la cathédrale,T.S. Eliot,Drame,Drame,,98,9.8,https://covers.openlibrary.org/b/id/376477-L.jpg,,,
1529,Antigone,Sophocle,Drame,Drame,,98,9.8,https://covers.openlibrary.org/b/id/4136578-L.jpg,,,
1530,Bible,Bible,Éducation,Manuscrits,Latin (médiéval et moderne),3172,317.2,https://covers.openlibrary.org/b/id/12707846-L.jpg,,,
1531,La photo de Dorian Gray,Oscar Wilde,Éducation,Fiction britannique et irlandaise (œuvres de fiction d'un seul auteur),,3006,300.6,https://covers.openlibrary.org/b/id/14314858-L.jpg,,,
1532,Devis de New York,Source du livre,Éducation,Éducation,,1488,148.8,,,,
1533,Le Songe d'une nuit d'été,Guillaume Shakespeare,Éducation,Drame,,1485,148.5,https://covers.openlibrary.org/b/id/7205924-L.jpg,,,
1534,Anne… la maison aux pignons verts,Lucy Maud Montgomery,Éducation,Fiction,,1299,129.9,https://covers.openlibrary.org/b/id/14641084-L.jpg,,,
1535,Jules César,Guillaume Shakespeare,Éducation,Antoine (Marcus Antonius),,1222,122.2,https://covers.openlibrary.org/b/id/7901303-L.jpg,,,
1536,Des temps difficiles,Charles Dickens,Éducation,Fiction,,1029,102.9,https://covers.openlibrary.org/b/id/8236916-L.jpg,,,
1537,Kim,Rudyard Kipling,Éducation,Fiction,,934,93.4,https://covers.openlibrary.org/b/id/1053011-L.jpg,,,
1538,La tempête,Guillaume Shakespeare,Éducation,Littérature anglaise : critique de Shakespeare,,804,80.4,https://covers.openlibrary.org/b/id/8155661-L.jpg,,,
1539,πολιτεία,Πλάτων,Éducation,Sciences politiques,,794,79.4,https://covers.openlibrary.org/b/id/14418448-L.jpg,,,
1540,Le Marchand de Venise,Guillaume Shakespeare,Éducation,Drame,,781,78.1,https://covers.openlibrary.org/b/id/7182819-L.jpg,,,
1541,L'autobiographie de Benjamin Franklin,Benjamin Franklin,Éducation,Testaments,,679,67.9,https://covers.openlibrary.org/b/id/5647361-L.jpg,,,
1542,Enfer,Dante Alighieri,Éducation,Poésie,,445,44.5,https://covers.openlibrary.org/b/id/6387077-L.jpg,,,
1543,Jude l'Obscur,Thomas Hardy,Éducation,Vie sociale et coutumes,,425,42.5,https://covers.openlibrary.org/b/id/12973053-L.jpg,,,
1544,À rebours,Joris-Karl Huysmans,Éducation,Esthétique,,332,33.2,https://covers.openlibrary.org/b/id/13170209-L.jpg,,,
1545,Une revendication des droits de la femme,Marie Wollstonecraft,Éducation,Droits des femmes,,309,30.9,https://covers.openlibrary.org/b/id/675852-L.jpg,,,
1546,Essais,"Montaigne, Michel de.",Éducation,Traductions en chinois,,294,29.4,https://covers.openlibrary.org/b/id/104154-L.jpg,,,
1547,Manon Lescaut,Abbé Prévost,Éducation,Fiction,,283,28.3,https://covers.openlibrary.org/b/id/8236918-L.jpg,,,
1548,Les éléments de style,"William Strunk, Jr.",Éducation,référence,,273,27.3,https://covers.openlibrary.org/b/id/10515358-L.jpg,,,
1549,La lumière qui a échoué,Rudyard Kipling,Éducation,Aveugle,,262,26.2,https://covers.openlibrary.org/b/id/8245186-L.jpg,,,
1550,Fahrenheit451,Ray Bradbury,Éducation,Chien mécanique,,257,25.7,https://covers.openlibrary.org/b/id/12993656-L.jpg,,,
1551,Périclès,Guillaume Shakespeare,Éducation,Drame,,218,21.8,https://covers.openlibrary.org/b/id/7165070-L.jpg,,,
1552,Moralité,Plutarque,Éducation,Éthique ancienne,,211,21.1,https://covers.openlibrary.org/b/id/5788251-L.jpg,,,
1553,Carmine,Horace,Éducation,Poésie élogieuse latine,,183,18.3,https://covers.openlibrary.org/b/id/5602118-L.jpg,,,
1554,Emile ou l'Éducation,Jean-Jacques Rousseau,Éducation,Éducation,,182,18.2,https://covers.openlibrary.org/b/id/989104-L.jpg,,,
1555,Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei,Kokuritsu Kokkai Toshokan (Japon),Éducation,Art,,156,15.6,,,,
1556,L'assistant du maître d'école,Thomas Dilworth,Éducation,Arithmétique,,123,12.3,https://covers.openlibrary.org/b/id/8161746-L.jpg,,,
1557,Mamie,Émile Zola,Éducation,fiction française,,118,11.8,https://covers.openlibrary.org/b/id/8237804-L.jpg,,,
1558,De consolation philosophiae,Boèce,Éducation,Incunables,,118,11.8,https://covers.openlibrary.org/b/id/8237802-L.jpg,,,
1559,Lettres à son fils,"Philip Dormer Stanhope, 4e comte de Chesterfield",Éducation,Conduite de vie,,114,11.4,https://covers.openlibrary.org/b/id/5576267-L.jpg,,,
1560,Aréopagitique,John Milton,Éducation,Liberté de la presse,,113,11.3,https://covers.openlibrary.org/b/id/12707922-L.jpg,,,
1561,Παρμενίδης,Πλάτων,Éducation,Premiers travaux vers 1800,,111,11.1,https://covers.openlibrary.org/b/id/14412221-L.jpg,,,
1562,[Relief de C. J. Baronett.],États-Unis. Congrès. Sénat. Commission des territoires,Éducation,Administration de la justice,,110,11,,,,
1563,Poèmes,Matthieu Arnold,Éducation,Philosophie,,107,10.7,https://covers.openlibrary.org/b/id/8244561-L.jpg,,,
1564,Sésame et lys,John Ruskin,Éducation,Livres et lecture,,105,10.5,https://covers.openlibrary.org/b/id/10672278-L.jpg,,,
1565,Hippolyte,Euripide,Éducation,Drame grec,,105,10.5,https://covers.openlibrary.org/b/id/6496522-L.jpg,,,
1566,Projet de recherche sur la diffusion des connaissances aérospatiales NASA/DoD,Thomas E. Pinelli,Éducation,Ingénierie aéronautique,,101,10.1,https://covers.openlibrary.org/b/id/8936636-L.jpg,,,
1567,Déclin et chute,Evelyn Waugh,Éducation,Vie sociale et coutumes,,91,9.1,https://covers.openlibrary.org/b/id/908617-L.jpg,,,
1568,Aide étrangère,États-Unis. Bureau de la Comptabilité Générale,Éducation,Aide économique américaine,,89,8.9,,,,
1569,Circulaire au clergé,Église catholique. Archidiocèse de Québec. Archevêque (1870-1898 : Taschereau),Éducation,Administration,,87,8.7,https://covers.openlibrary.org/b/id/9123779-L.jpg,,,
1570,Nouvelle Atlantide,François Bacon,Éducation,Premiers travaux vers 1800,,84,8.4,https://covers.openlibrary.org/b/id/313890-L.jpg,,,
1571,L'amour et M. Lewisham,H.G. Wells,Éducation,Littérature classique,,80,8,https://covers.openlibrary.org/b/id/8243306-L.jpg,,,
1572,Poucette,Hans Christian Andersen,Éducation,Matériel en espagnol,,79,7.9,https://covers.openlibrary.org/b/id/1357775-L.jpg,,,
1573,Les jours d'école de Tom Brown,Thomas Hughes,Éducation,Les jours d'école de Tom Brown,,76,7.6,https://covers.openlibrary.org/b/id/8243346-L.jpg,,,
1574,Sur la cuisine,Sarah R. Labensky,Éducation,Recettes,,74,7.4,https://covers.openlibrary.org/b/id/92630-L.jpg,,,
1575,Seizième recensement des États-Unis,États-Unis. Bureau du recensement,Éducation,Allocations de superficie,,72,7.2,https://covers.openlibrary.org/b/id/7027008-L.jpg,,,
1576,Différencier l'enseignement avec les menus,Laurie E. Westphal,Éducation,Biologie,étude et enseignement,71,7.1,https://covers.openlibrary.org/b/id/2959802-L.jpg,,,
1577,"Ramona Quimby, 8 ans",Beverly Cleary,Éducation,Histoires humoristiques,,70,7,https://covers.openlibrary.org/b/id/15064600-L.jpg,,,
1578,L'idée d'une université,John Henry Newman,Éducation,Universités et collèges,,70,7,https://covers.openlibrary.org/b/id/153405-L.jpg,,,
1579,La mauvaise éducation du nègre,Carter Godwin Woodson,Éducation,Afro-Américains,,69,6.9,https://covers.openlibrary.org/b/id/799531-L.jpg,,,
1580,Comment parler et écrire correctement,Joseph Devlin,Éducation,Rhétorique,,68,6.8,https://covers.openlibrary.org/b/id/2758545-L.jpg,,,
1581,Le jour enneigé,Ezra Jack Keats,Éducation,Fiction,,66,6.6,https://covers.openlibrary.org/b/id/10134995-L.jpg,,,
1582,Le maître d'école,Roger Ascham,Éducation,Langues classiques,,66,6.6,https://covers.openlibrary.org/b/id/8245365-L.jpg,,,
1583,[Promouvoir l'éducation des aveugles.],États-Unis. Congrès. Sénat. Commission de l'éducation et du travail.,Éducation,Comptabilité,,65,6.5,,,,
1584,Kim,Rudyard Kipling,Éducation,Fiction,,65,6.5,https://covers.openlibrary.org/b/id/6655046-L.jpg,,,
1585,Un rapport du Texas School Performance Review,Examen des performances des écoles du Texas (Agence),Éducation,District scolaire indépendant du comté d'Aransas (comté d'Aransas,Texas.),64,6.4,,,,
1586,Freakonomics,Steven D. Levitt,Éducation,Économie,,63,6.3,https://covers.openlibrary.org/b/id/11172914-L.jpg,,,
1587,Hécube,Euripide,Éducation,Guerre de Troie,,63,6.3,https://covers.openlibrary.org/b/id/8242766-L.jpg,,,
1588,QuaverMusique,QuaverEd,Éducation,Éducation,,60,6,,,,
1589,Le premier de Miss Jean Brodie,Muriel Étincelle,Éducation,Relations enseignant-élève,,59,5.9,https://covers.openlibrary.org/b/id/40054-L.jpg,,,
1590,Institutions oratoires,Quintilien,Éducation,Rhétorique,,58,5.8,,,,
1591,L'actualité du transport maritime,Annie Proulx,Éducation,Fiction nationale,,57,5.7,https://covers.openlibrary.org/b/id/10522593-L.jpg,,,
1592,Payer pour les soins de longue durée,Jimi Lofinmakin,Éducation,Éducation,,56,5.6,https://covers.openlibrary.org/b/id/13628213-L.jpg,,,
1593,Sciences et éducation,Thomas Henry Huxley,Éducation,Adresses,essais,56,5.6,https://covers.openlibrary.org/b/id/5774684-L.jpg,conférences,,
1594,Méthode de pédagogie scientifique,Marie Montessori,Éducation,Méthode d'éducation Montessori,,54,5.4,https://covers.openlibrary.org/b/id/8242822-L.jpg,,,
1595,Réforme de la protection sociale,États-Unis. Bureau de la Comptabilité Générale,Éducation,États,,53,5.3,,,,
1596,Quelques réflexions concernant l'éducation,John Locke,Éducation,Éducation,,52,5.2,https://covers.openlibrary.org/b/id/6108786-L.jpg,,,
1597,L'amélioration de l'esprit,Isaac Watts,Éducation,Conduite de vie,,50,5,https://covers.openlibrary.org/b/id/5956664-L.jpg,,,
1598,Répertoire,Hauptstaatsarchiv Stuttgart,Éducation,Archives,,50,5,,,,
1599,Série de méthodes pour débutants,Sean Burdette,Éducation,Musique,,50,5,https://covers.openlibrary.org/b/id/13900514-L.jpg,,,
1600,LIVRE,Galeron Consulting LLC,Éducation,Éducation,,49,4.9,,,,
1601,LIVRE,Galeron Consulting LLC,Éducation,Éducation,,49,4.9,,,,
1602,LIVRE,Galeron Consulting LLC,Éducation,Éducation,,48,4.8,,,,
1603,L'histoire de ma vie,Hélène Keller,Éducation,Surdité,,48,4.8,https://covers.openlibrary.org/b/id/13893274-L.jpg,,,
1604,Sélections,Aristote,Éducation,Philosophie ancienne,,48,4.8,https://covers.openlibrary.org/b/id/1132819-L.jpg,,,
1605,Mauprat,Georges Sand,Éducation,Fiction,,48,4.8,https://covers.openlibrary.org/b/id/3065018-L.jpg,,,
1606,Le maître d'école anglais,Edmond Coote,Éducation,Catéchismes,,47,4.7,,,,
1607,LIVRE,Galeron Consulting LLC,Éducation,Éducation,,47,4.7,,,,
1608,Regarder dehors/regarder dedans,Ronald B.Adler,Éducation,Communication interpersonnelle,,47,4.7,https://covers.openlibrary.org/b/id/7126821-L.jpg,,,
1609,Quelle école ?,Derek Bingham,Éducation,Éducation,,46,4.6,https://covers.openlibrary.org/b/id/2683221-L.jpg,,,
1610,Le faiseur de miracles,William Gibson,Éducation,Drame,,46,4.6,https://covers.openlibrary.org/b/id/12819763-L.jpg,,,
1611,La philosophie de Hegel,Georg Wilhelm Friedrich Hegel,Éducation,Christianisme,,46,4.6,https://covers.openlibrary.org/b/id/8246260-L.jpg,,,
1612,Essais sur les réformateurs de l'éducation,Robert Hébert Quick,Éducation,Histoire,,46,4.6,https://covers.openlibrary.org/b/id/5681463-L.jpg,,,
1613,Un essai au service d'une grammaire de l'assentiment,John Henry Newman,Éducation,Foi,,45,4.5,https://covers.openlibrary.org/b/id/8246126-L.jpg,,,
1614,Voyages d’enquête,demandé,Éducation,Éducation,,44,4.4,,,,
1615,Conjectures et réfutations,Karl Popper,Éducation,Méthodologie,,44,4.4,https://covers.openlibrary.org/b/id/267020-L.jpg,,,
1616,L'histoire de ma vie,Hélène Keller,Éducation,Biographie,,44,4.4,https://covers.openlibrary.org/b/id/7101652-L.jpg,,,
1617,Lettres sur l'amélioration de l'esprit,Hester Chapone,Éducation,Conduite de vie,,43,4.3,https://covers.openlibrary.org/b/id/5647476-L.jpg,,,
1618,Carnet de composition,Tarte chérie,Éducation,Éducation,,42,4.2,https://covers.openlibrary.org/b/id/13557196-L.jpg,,,
1619,LIVRE,Galeron Consulting LLC,Éducation,Éducation,,42,4.2,,,,
1620,je suis Malala,Malala Yousafzaï,Éducation,Jeunes femmes,,42,4.2,https://covers.openlibrary.org/b/id/9358664-L.jpg,,,
1621,La vague,Todd Strasser,Éducation,Psychologie sociale,,41,4.1,https://covers.openlibrary.org/b/id/283478-L.jpg,,,
1622,Comment les enfants échouent,John Caldwell Holt,Éducation,Éducation,,41,4.1,https://covers.openlibrary.org/b/id/134942-L.jpg,,,
1623,LIVRE,Galeron Consulting LLC,Éducation,Éducation,,41,4.1,,,,
1624,Classification,Bibliothèque du Congrès. Division de catalogage par sujet.,Éducation,Classification,,41,4.1,https://covers.openlibrary.org/b/id/6698388-L.jpg,,,
1625,M. Britling y parvient,H.G. Wells,Éducation,Fiction,,41,4.1,https://covers.openlibrary.org/b/id/5719209-L.jpg,,,
1626,"Mesures douces dans la gestion et la formation des jeunes ; ou, Les principes sur lesquels une autorité parentale ferme peut être établie et maintenue",Jacob Abbott,Éducation,Éducation,,40,4,https://covers.openlibrary.org/b/id/6037800-L.jpg,,,
1627,Grundlagen des neunzehnten Jahrhunderts,Houston Stewart Chamberlain,Éducation,Antisémitisme,,40,4,https://covers.openlibrary.org/b/id/1611309-L.jpg,,,
